,Time,Action
272,00:06:03.6,&=vocalization
273,00:06:07.0,&=crying
274,00:06:08.2,&=vocalization
275,00:06:09.8,&=vfx
276,00:06:09.9,&=vfx
277,00:06:10.0,&=vfx
278,00:06:10.1,&=vfx
279,00:06:10.2,&=vfx
280,00:06:10.3,&=vfx
281,00:06:10.4,&=vfx
282,00:06:10.5,&=vfx
283,00:06:10.6,&=vfx
284,00:06:13.5,&=vocalization
285,00:06:13.6,&=vocalization
286,00:06:14.9,&=vocalization
287,00:06:15.0,&=vocalization
288,00:06:15.6,&=vocalization
289,00:06:15.7,&=vocalization
290,00:06:16.8,&=vocalization
291,00:06:16.9,&=vocalization
292,00:06:17.0,&=vocalization
293,00:06:19.7,&=vfx
294,00:06:19.8,&=vfx
295,00:06:19.9,&=vfx
296,00:06:20.0,&=vfx
297,00:06:20.5,&=vfx
298,00:06:20.6,&=vfx
299,00:06:20.7,&=vfx
300,00:06:20.8,&=vfx
301,00:06:20.9,&=vfx
302,00:06:21.0,&=vfx
303,00:06:21.1,&=vfx
304,00:06:21.2,&=vfx
305,00:06:21.3,&=vfx
306,00:06:21.4,&=vfx
307,00:06:22.9,&=vfx
308,00:06:23.0,&=vfx
309,00:06:23.1,&=vfx
310,00:06:24.0,&=vfx
311,00:06:24.1,&=vfx
312,00:06:24.2,&=vfx
313,00:06:24.3,&=vfx
314,00:06:24.4,&=vfx
315,00:06:24.5,&=vfx
316,00:06:24.6,&=vfx
317,00:06:24.7,&=vfx
318,00:06:24.8,&=vfx
319,00:06:24.9,&=vfx
320,00:06:27.8,&=vocalization
321,00:06:27.9,&=vocalization
322,00:06:28.5,&=vocalization
323,00:06:28.6,&=vocalization
324,00:06:28.7,&=vocalization
325,00:06:33.0,&=crying
326,00:06:33.1,&=crying
327,00:06:33.2,&=crying
328,00:06:33.3,&=crying
329,00:06:33.4,&=vfx
330,00:06:33.5,&=vfx
331,00:06:33.6,&=vfx
332,00:06:33.7,&=vfx
333,00:06:33.8,&=vfx
334,00:06:36.4,&=vocalization
335,00:06:36.5,&=vocalization
336,00:06:36.6,&=vocalization
337,00:06:37.2,&=vocalization
338,00:06:38.5,&=vocalization
339,00:06:38.6,&=vocalization
340,00:06:38.7,&=vocalization
341,00:06:40.5,&=vocalization
342,00:06:40.6,&=vocalization
343,00:06:41.3,&=vocalization
344,00:06:42.7,&=vocalization
345,00:06:42.8,&=vocalization
346,00:06:46.8,&=crying
347,00:06:46.9,&=crying
348,00:06:48.2,&=vocalization
349,00:06:49.4,&=vocalization
350,00:06:49.5,&=vocalization
351,00:06:50.1,&=vocalization
352,00:06:50.2,&=vocalization
353,00:06:54.0,&=vocalization
354,00:06:54.1,&=vocalization
355,00:06:55.6,&=vocalization
356,00:06:55.7,&=vocalization
357,00:06:55.8,&=vocalization
358,00:06:56.2,&=vocalization
359,00:06:56.3,&=vocalization
360,00:06:56.4,&=vocalization
361,00:06:58.4,&=vocalization
362,00:06:58.5,&=vocalization
363,00:06:58.6,&=vocalization
364,00:07:01.5,&=vocalization
365,00:07:01.6,&=vocalization
366,00:07:01.7,&=vocalization
367,00:07:01.8,&=vocalization
368,00:07:02.8,&=vocalization
369,00:07:02.9,&=vocalization
370,00:07:03.0,&=vocalization
371,00:07:03.1,&=vocalization
372,00:07:03.2,&=vocalization
373,00:07:03.3,&=vocalization
374,00:07:19.1,&=crying
375,00:07:19.2,&=crying
376,00:07:19.3,&=crying
377,00:07:32.4,&=vfx
378,00:07:32.5,&=vfx
379,00:07:32.6,&=vfx
380,00:07:32.7,&=vfx
381,00:07:37.7,&=crying
382,00:07:37.8,&=crying
383,00:07:39.0,&=vocalization
384,00:07:39.1,&=vocalization
385,00:07:39.2,&=vocalization
386,00:07:39.3,&=vocalization
387,00:07:39.4,&=vocalization
388,00:07:42.4,&=vocalization
389,00:07:42.5,&=vocalization
390,00:07:42.6,&=vocalization
391,00:07:42.7,&=vocalization
392,00:07:43.3,&=vocalization
393,00:07:43.4,&=vocalization
394,00:07:43.5,&=vocalization
395,00:07:43.6,&=vocalization
396,00:07:44.0,&=vocalization
397,00:07:44.1,&=vocalization
398,00:07:44.2,&=vocalization
399,00:07:44.3,&=vocalization
400,00:07:44.4,&=vocalization
401,00:07:44.5,&=vocalization
402,00:07:44.6,&=vocalization
403,00:07:44.7,&=vocalization
404,00:07:44.8,&=vocalization
405,00:07:44.9,&=vocalization
406,00:07:45.0,&=vocalization
407,00:08:02.5,&=vocalization
408,00:08:02.6,&=vocalization
409,00:08:02.7,&=vocalization
410,00:08:03.3,&=vocalization
411,00:08:03.4,&=vocalization
412,00:08:03.5,&=vocalization
413,00:08:03.6,&=vocalization
414,00:08:29.2,&=crying
415,00:09:25.2,&=vfx
416,00:09:25.3,&=vfx
417,00:09:30.6,&=vocalization
418,00:09:30.7,&=vocalization
419,00:09:36.1,&=vocalization
420,00:09:39.0,&=vfx
421,00:09:39.1,&=vfx
422,00:09:39.2,&=vfx
423,00:09:49.3,&=vfx
424,00:09:49.4,&=vfx
425,00:09:49.5,&=vfx
426,00:09:49.6,&=vfx
427,00:09:49.7,&=vfx
428,00:09:49.8,&=vfx
429,00:09:49.9,&=vfx
430,00:09:50.0,&=vfx
431,00:09:50.1,&=vfx
432,00:09:50.2,&=vfx
433,00:09:50.3,&=vfx
434,00:10:18.2,&=vocalization
435,00:10:18.3,&=vocalization
436,00:10:18.4,&=vocalization
437,00:10:18.5,&=vocalization
438,00:10:18.6,&=vocalization
439,00:10:18.7,&=vocalization
440,00:10:18.8,&=vocalization
441,00:10:18.9,&=vocalization
442,00:10:19.0,&=vocalization
443,00:10:26.1,&=vocalization
444,00:10:26.2,&=vocalization
445,00:10:26.3,&=vocalization
446,00:10:55.5,&=vfx
447,00:10:55.6,&=vfx
448,00:10:55.7,&=vfx
449,00:10:55.8,&=vfx
450,00:10:55.9,&=vfx
451,00:11:02.3,&=crying
452,00:11:02.4,&=crying
453,00:11:02.5,&=crying
454,00:11:02.6,&=crying
455,00:11:02.7,&=crying
456,00:11:02.8,&=crying
457,00:11:02.9,&=crying
458,00:11:03.0,&=crying
459,00:11:40.3,&=crying
460,00:11:40.4,&=crying
461,00:11:40.5,&=crying
462,00:11:40.6,&=crying
463,00:11:40.7,&=crying
464,00:11:40.8,&=crying
465,00:11:40.9,&=crying
466,00:11:41.0,&=crying
467,00:11:41.1,&=crying
468,00:11:41.2,&=crying
469,00:11:41.3,&=crying
470,00:11:43.8,&=crying
471,00:11:43.9,&=crying
472,00:11:44.0,&=crying
473,00:11:44.1,&=crying
474,00:11:45.5,&=vocalization
475,00:11:45.6,&=vocalization
476,00:11:45.7,&=vocalization
477,00:11:45.8,&=vocalization
478,00:11:45.9,&=vocalization
479,00:11:46.0,&=vocalization
480,00:11:46.1,&=vocalization
481,00:11:46.2,&=vocalization
482,00:11:46.3,&=vocalization
483,00:11:46.4,&=vocalization
484,00:11:46.5,&=vocalization
485,00:12:14.4,&=vocalization
486,00:12:14.5,&=vocalization
487,00:12:14.6,&=vocalization
488,00:12:14.7,&=vocalization
489,00:12:14.8,&=vocalization
490,00:12:15.2,&=vocalization
491,00:12:15.3,&=vocalization
492,00:12:15.4,&=vocalization
493,00:12:15.5,&=vocalization
494,00:12:22.6,&=vfx
495,00:12:22.7,&=vfx
496,00:12:42.3,&=vfx
497,00:12:42.4,&=vfx
498,00:12:42.5,&=vfx
499,00:12:42.6,&=vfx
500,00:12:42.7,&=vfx
501,00:12:42.8,&=vfx
502,00:12:46.6,&=vocalization
503,00:12:46.7,&=vocalization
504,00:12:46.8,&=vocalization
505,00:12:46.9,&=vocalization
506,00:12:47.0,&=vocalization
507,00:12:47.1,&=vocalization
508,00:12:47.2,&=vocalization
509,00:12:47.3,&=vocalization
510,00:12:48.1,&=vocalization
511,00:12:48.2,&=vocalization
512,00:12:49.4,&=crying
513,00:12:49.5,&=crying
514,00:12:49.6,&=crying
515,00:12:49.7,&=crying
516,00:12:49.8,&=crying
517,00:12:49.9,&=crying
518,00:12:50.0,&=crying
519,00:12:50.1,&=crying
520,00:12:50.2,&=crying
521,00:12:50.3,&=crying
522,00:12:50.4,&=crying
523,00:12:50.5,&=crying
524,00:12:50.6,&=crying
525,00:12:50.7,&=crying
526,00:12:50.8,&=crying
527,00:12:50.9,&=crying
528,00:12:51.0,&=crying
529,00:12:54.2,&=crying
530,00:12:54.3,&=crying
531,00:12:57.4,&=crying
532,00:12:57.5,&=crying
533,00:12:57.6,&=crying
534,00:12:57.7,&=crying
535,00:12:57.8,&=crying
536,00:12:57.9,&=crying
537,00:12:58.0,&=crying
538,00:12:58.1,&=crying
539,00:12:59.6,&=crying
540,00:12:59.7,&=crying
541,00:12:59.8,&=crying
542,00:12:59.9,&=crying
543,00:13:00.0,&=crying
544,00:13:00.1,&=crying
545,00:13:00.2,&=crying
546,00:13:00.3,&=crying
547,00:13:00.4,&=crying
548,00:13:00.5,&=crying
549,00:13:00.6,&=crying
550,00:13:00.7,&=crying
551,00:13:00.8,&=crying
552,00:13:00.9,&=crying
553,00:13:01.0,&=crying
554,00:13:01.1,&=crying
555,00:13:01.2,&=crying
556,00:13:01.3,&=crying
557,00:13:01.4,&=crying
558,00:13:02.6,&=crying
559,00:13:02.7,&=crying
560,00:13:02.8,&=crying
561,00:13:02.9,&=crying
562,00:13:03.0,&=crying
563,00:13:03.1,&=crying
564,00:13:03.2,&=crying
565,00:13:03.3,&=crying
566,00:13:03.4,&=crying
567,00:13:03.5,&=crying
568,00:13:03.6,&=crying
569,00:13:03.7,&=crying
570,00:13:03.8,&=crying
571,00:13:03.9,&=crying
572,00:13:04.0,&=crying
573,00:13:04.1,&=crying
574,00:13:04.2,&=crying
575,00:13:04.3,&=crying
576,00:13:04.4,&=crying
577,00:13:04.5,&=crying
578,00:13:04.6,&=crying
579,00:13:04.7,&=crying
580,00:13:04.8,&=crying
581,00:13:04.9,&=crying
582,00:13:05.0,&=crying
583,00:13:05.1,&=crying
584,00:13:05.2,&=crying
585,00:13:05.3,&=crying
586,00:13:05.4,&=crying
587,00:13:05.5,&=crying
588,00:13:05.6,&=crying
589,00:13:05.7,&=crying
590,00:13:05.8,&=crying
591,00:13:05.9,&=crying
592,00:13:06.0,&=crying
593,00:13:06.1,&=crying
594,00:13:06.2,&=crying
595,00:13:06.3,&=crying
596,00:14:15.1,&=crying
597,00:14:15.2,&=crying
598,00:14:15.3,&=crying
599,00:14:15.4,&=crying
600,00:14:15.5,&=crying
601,00:14:15.6,&=crying
602,00:14:15.7,&=crying
603,00:14:15.8,&=crying
604,00:14:21.9,&=crying
605,00:14:22.0,&=crying
606,00:14:22.1,&=crying
607,00:14:24.4,&=crying
608,00:14:24.5,&=crying
609,00:14:24.6,&=crying
610,00:14:24.7,&=crying
611,00:14:24.8,&=crying
612,00:14:24.9,&=crying
613,00:14:25.0,&=crying
614,00:14:25.1,&=crying
615,00:14:25.2,&=crying
616,00:14:25.3,&=crying
617,00:14:26.5,&=crying
618,00:14:26.6,&=crying
619,00:14:26.7,&=crying
620,00:14:26.8,&=crying
621,00:14:26.9,&=crying
622,00:14:27.0,&=crying
623,00:14:27.1,&=crying
624,00:14:29.0,&=crying
625,00:14:29.1,&=crying
626,00:14:29.2,&=crying
627,00:14:29.3,&=crying
628,00:14:29.4,&=crying
629,00:14:29.5,&=crying
630,00:14:29.6,&=crying
631,00:14:29.7,&=crying
632,00:14:29.8,&=crying
633,00:14:29.9,&=crying
634,00:14:30.0,&=crying
635,00:14:30.1,&=crying
636,00:14:32.4,&=crying
637,00:14:32.5,&=crying
638,00:14:32.6,&=crying
639,00:14:32.7,&=crying
640,00:14:42.2,&=crying
641,00:14:42.3,&=crying
642,00:14:42.4,&=crying
643,00:14:42.5,&=crying
644,00:14:42.6,&=crying
645,00:14:42.7,&=crying
646,00:14:42.8,&=crying
647,00:14:42.9,&=crying
648,00:14:43.0,&=crying
649,00:14:43.1,&=crying
650,00:14:43.2,&=crying
651,00:14:43.3,&=crying
652,00:15:02.8,&=crying
653,00:15:02.9,&=crying
654,00:15:03.0,&=crying
655,00:15:03.1,&=crying
656,00:15:03.2,&=crying
657,00:15:03.3,&=crying
658,00:17:52.2,&=crying
659,00:17:52.3,&=crying
660,00:17:52.4,&=crying
661,00:17:52.5,&=crying
662,00:17:52.6,&=crying
663,00:17:52.7,&=crying
664,00:17:52.8,&=crying
665,00:17:52.9,&=crying
666,00:17:53.0,&=crying
667,00:17:53.1,&=crying
668,00:17:53.2,&=crying
669,00:17:53.3,&=crying
670,00:17:53.4,&=crying
671,00:17:53.5,&=crying
672,00:17:53.6,&=crying
673,00:17:53.7,&=crying
674,00:23:13.2,&=crying
675,00:23:13.3,&=crying
676,00:23:13.4,&=crying
677,00:23:13.5,&=crying
678,00:23:13.6,&=crying
679,00:23:13.7,&=crying
680,00:23:39.9,&=crying
681,00:23:40.0,&=crying
682,00:23:40.1,&=crying
683,00:23:40.2,&=crying
684,00:23:40.3,&=crying
685,00:23:40.4,&=crying
686,00:23:40.5,&=crying
687,00:23:40.6,&=crying
688,00:23:40.7,&=crying
689,00:23:43.6,&=crying
690,00:23:43.7,&=crying
691,00:23:43.8,&=crying
692,00:26:30.2,&=crying
693,00:26:30.3,&=crying
694,00:26:30.4,&=crying
695,00:28:42.5,&=vfx
696,00:28:42.6,&=vfx
697,00:28:42.7,&=vfx
698,00:28:42.8,&=vfx
699,00:28:42.9,&=vfx
700,00:28:43.0,&=vfx
701,00:28:43.1,&=vfx
702,00:28:43.2,&=vfx
703,00:28:47.7,&=crying
704,00:28:47.8,&=crying
705,00:28:47.9,&=crying
706,00:28:48.0,&=crying
707,00:28:48.1,&=crying
708,00:28:48.2,&=crying
709,00:28:48.3,&=crying
710,00:28:48.4,&=crying
711,00:28:48.5,&=crying
712,00:28:48.6,&=crying
713,00:28:50.0,&=crying
714,00:28:50.1,&=crying
715,00:28:50.2,&=crying
716,00:28:50.3,&=crying
717,00:28:50.4,&=crying
718,00:28:50.5,&=crying
719,00:28:50.6,&=crying
720,00:29:03.9,&=vocalization
721,00:29:04.0,&=vocalization
722,00:29:04.1,&=vocalization
723,00:29:04.2,&=vocalization
724,00:29:04.3,&=vocalization
725,00:29:15.6,&=crying
726,00:29:15.7,&=crying
727,00:29:15.8,&=crying
728,00:29:15.9,&=crying
729,00:29:16.0,&=crying
730,00:29:16.1,&=crying
731,00:36:31.6,&=vocalization
732,00:36:31.7,&=vocalization
733,00:36:31.8,&=vocalization
734,00:36:31.9,&=vocalization
735,00:36:32.0,&=vocalization
736,00:36:32.1,&=vocalization
737,00:36:32.2,&=vocalization
738,00:36:32.3,&=vocalization
739,00:36:32.4,&=vocalization
740,00:36:32.5,&=vocalization
741,00:36:32.6,&=vocalization
742,00:36:32.7,&=vocalization
743,00:36:32.8,&=vocalization
744,00:36:32.9,&=vocalization
745,00:36:33.0,&=vocalization
746,00:36:40.8,&=crying
747,00:36:40.9,&=crying
748,00:36:41.0,&=crying
749,00:36:41.1,&=crying
750,00:36:41.2,&=crying
751,00:36:41.3,&=crying
752,00:36:41.4,&=crying
753,00:36:41.5,&=crying
754,00:36:41.6,&=crying
755,00:36:41.7,&=crying
756,00:36:41.8,&=crying
757,00:36:41.9,&=crying
758,00:36:43.1,&=crying
759,00:36:43.2,&=crying
760,00:36:43.3,&=crying
761,00:36:43.4,&=crying
762,00:36:43.5,&=crying
763,00:36:43.6,&=crying
764,00:36:43.7,&=crying
765,00:36:43.8,&=crying
766,00:36:49.9,&=crying
767,00:36:50.0,&=crying
768,00:36:50.1,&=crying
769,00:36:50.2,&=crying
770,00:36:50.3,&=crying
771,00:36:50.4,&=crying
772,00:36:50.5,&=crying
773,00:36:50.6,&=crying
774,00:36:50.7,&=crying
775,00:36:50.8,&=crying
776,00:36:50.9,&=crying
777,00:36:51.0,&=crying
778,00:36:51.1,&=crying
779,00:36:56.1,&=crying
780,00:36:56.2,&=crying
781,00:36:56.3,&=crying
782,00:36:56.4,&=crying
783,00:36:57.4,&=crying
784,00:36:57.5,&=crying
785,00:36:57.6,&=crying
786,00:36:57.7,&=crying
787,00:36:57.8,&=crying
788,00:36:57.9,&=crying
789,00:36:58.0,&=crying
790,00:36:58.1,&=crying
791,00:36:59.8,&=crying
792,00:36:59.9,&=crying
793,00:37:00.0,&=crying
794,00:37:00.1,&=crying
795,00:37:00.2,&=crying
796,00:37:00.3,&=crying
797,00:37:00.4,&=crying
798,00:37:00.5,&=crying
799,00:37:00.6,&=crying
800,00:37:00.7,&=crying
801,00:37:00.8,&=crying
802,00:37:00.9,&=crying
803,00:37:01.0,&=crying
804,00:37:01.1,&=crying
805,00:37:01.2,&=crying
806,00:37:01.3,&=crying
807,00:39:09.8,&=crying
808,00:39:09.9,&=crying
809,00:39:10.0,&=crying
810,00:39:10.1,&=crying
811,00:39:10.2,&=crying
812,00:39:10.3,&=crying
813,00:39:10.4,&=crying
814,00:39:10.5,&=crying
815,00:39:10.6,&=crying
816,00:39:10.7,&=crying
817,00:39:12.0,&=vocalization
818,00:39:12.1,&=vocalization
819,00:39:12.2,&=vocalization
820,00:39:12.3,&=vocalization
821,00:39:14.4,&=crying
822,00:39:14.5,&=crying
823,00:39:14.6,&=crying
824,00:39:14.7,&=crying
825,00:39:14.8,&=crying
826,00:39:14.9,&=crying
827,00:39:15.0,&=crying
828,00:39:15.1,&=crying
829,00:39:15.2,&=crying
830,00:39:15.3,&=crying
831,00:39:15.4,&=crying
832,00:39:15.5,&=crying
833,00:39:15.6,&=crying
834,00:39:15.7,&=crying
835,00:39:15.8,&=crying
836,00:39:15.9,&=crying
837,00:39:16.0,&=crying
838,00:39:17.3,&=crying
839,00:39:17.4,&=crying
840,00:39:17.5,&=crying
841,00:39:17.6,&=crying
842,00:39:17.7,&=crying
843,00:39:17.8,&=crying
844,00:39:17.9,&=crying
845,00:39:18.0,&=crying
846,00:39:18.1,&=crying
847,00:39:18.2,&=crying
848,00:39:18.3,&=crying
849,00:39:18.4,&=crying
850,00:39:18.5,&=crying
851,00:39:18.6,&=crying
852,00:39:18.7,&=crying
853,00:39:18.8,&=crying
854,00:39:19.7,&=crying
855,00:39:19.8,&=crying
856,00:39:19.9,&=crying
857,00:39:20.0,&=crying
858,00:39:20.1,&=crying
859,00:39:20.2,&=crying
860,00:39:20.3,&=crying
861,00:39:20.4,&=crying
862,00:39:20.5,&=crying
863,00:39:20.6,&=crying
864,00:39:20.7,&=crying
865,00:39:20.8,&=crying
866,00:39:20.9,&=crying
867,00:39:21.0,&=crying
868,00:39:21.1,&=crying
869,00:39:21.2,&=crying
870,00:39:21.3,&=crying
871,00:39:21.4,&=crying
872,00:39:21.5,&=crying
873,00:39:21.6,&=crying
874,00:39:22.8,&=crying
875,00:39:22.9,&=crying
876,00:39:23.0,&=crying
