,Time,Action
63,00:32:15.3,&=vocalization
64,00:32:15.4,&=vocalization
65,00:33:09.1,&=vfx
66,00:33:09.2,&=vfx
67,00:33:09.3,&=vfx
68,00:33:09.4,&=vfx
69,00:33:09.5,&=vfx
70,00:33:31.3,&=vocalization
71,00:33:31.4,&=vocalization
72,00:38:00.4,&=vocalization
73,00:38:00.5,&=vocalization
74,00:38:01.0,&=vocalization
75,00:38:01.1,&=vocalization
76,00:38:01.2,&=vocalization
77,00:38:01.3,&=vocalization
78,00:38:01.4,&=vocalization
79,00:38:14.1,&=crying
80,00:38:14.2,&=crying
81,00:38:14.3,&=crying
82,00:38:14.4,&=crying
83,00:38:14.5,&=crying
84,00:38:14.6,&=crying
85,00:38:14.7,&=crying
86,00:38:23.1,&=vocalization
87,00:38:23.2,&=vocalization
88,00:39:06.6,&=vfx
89,00:39:06.7,&=vfx
90,00:39:17.4,&=vocalization
91,00:39:17.5,&=vocalization
92,00:39:17.6,&=vocalization
93,00:39:24.6,&=vocalization
94,00:39:36.1,&=vocalization
95,00:39:36.2,&=vocalization
96,00:39:39.3,&=crying
97,00:39:39.4,&=crying
98,00:39:39.5,&=crying
99,00:39:44.1,&=vfx
100,00:39:44.2,&=vfx
101,00:39:44.3,&=vfx
102,00:39:44.4,&=vfx
103,00:39:44.5,&=vfx
104,00:39:44.6,&=vfx
105,00:39:44.7,&=vfx
106,00:39:44.8,&=vfx
107,00:39:44.9,&=vfx
108,00:53:25.6,&=crying
109,00:53:25.7,&=crying
110,00:53:25.8,&=crying
111,00:53:25.9,&=crying
112,00:53:26.0,&=vfx
113,00:53:26.1,&=vfx
114,00:53:26.2,&=vfx
115,01:20:44.9,&=vfx
116,01:20:45.0,&=vfx
117,01:20:45.1,&=vfx
118,01:20:45.2,&=vfx
119,01:20:45.3,&=vfx
120,01:20:45.4,&=vfx
121,01:36:59.0,&=vocalization
122,01:36:59.1,&=vocalization
123,01:36:59.2,&=vocalization
124,01:45:22.7,&=crying
125,01:45:22.8,&=crying
126,01:46:10.5,&=vocalization
127,01:46:10.6,&=vocalization
128,01:46:10.7,&=vocalization
129,01:46:10.8,&=vocalization
130,01:46:10.9,&=vocalization
131,01:46:11.0,&=vocalization
132,01:46:14.9,&=vocalization
133,01:46:15.0,&=vocalization
134,01:46:15.1,&=vocalization
135,01:46:15.2,&=vocalization
136,01:46:15.3,&=vocalization
137,01:46:15.4,&=vocalization
138,01:46:15.5,&=vocalization
139,01:46:15.6,&=vocalization
140,01:46:15.7,&=vocalization
141,01:46:15.8,&=vocalization
142,02:28:32.5,&=crying
143,02:28:32.6,&=crying
144,02:28:32.7,&=crying
145,02:28:32.8,&=crying
146,02:28:32.9,&=crying
147,02:28:33.0,&=crying
148,02:28:33.1,&=crying
149,02:28:33.2,&=crying
150,02:28:33.3,&=crying
151,02:28:33.4,&=crying
152,02:28:33.5,&=crying
153,02:28:33.6,&=crying
154,02:28:33.7,&=vfx
155,02:29:02.6,&=vocalization
156,02:29:02.7,&=vocalization
157,02:29:02.8,&=vocalization
158,02:29:02.9,&=vocalization
159,02:29:03.0,&=vocalization
160,02:29:03.1,&=vocalization
161,02:31:11.8,&=vfx
162,02:31:11.9,&=vfx
163,02:31:12.0,&=vfx
164,02:31:12.1,&=vfx
165,02:31:12.2,&=vfx
166,02:31:12.3,&=vfx
167,02:37:48.1,&=vfx
168,02:37:48.2,&=vfx
169,02:37:48.3,&=vfx
170,02:37:48.4,&=vfx
171,02:37:48.5,&=vfx
172,02:37:48.6,&=vfx
173,02:37:48.7,&=vfx
174,02:37:48.8,&=vfx
175,02:37:48.9,&=vfx
176,02:37:49.0,&=vfx
177,02:44:20.7,&=crying
178,02:44:20.8,&=crying
179,02:44:47.8,&=crying
180,02:44:47.9,&=crying
181,02:44:48.0,&=crying
182,02:44:48.1,&=crying
183,02:44:48.2,&=crying
184,02:44:48.3,&=vfx
185,02:44:48.4,&=vfx
186,02:44:48.5,&=vfx
187,03:18:57.0,&=vocalization
188,03:18:57.1,&=vocalization
189,03:18:57.2,&=vocalization
190,03:18:57.3,&=vocalization
191,03:18:57.4,&=vocalization
192,03:18:57.5,&=vocalization
193,03:18:57.6,&=vocalization
194,03:23:41.5,&=vocalization
195,03:23:41.6,&=vocalization
196,03:23:41.7,&=vocalization
197,03:23:41.8,&=vocalization
198,03:23:41.9,&=vocalization
199,03:23:42.0,&=vocalization
200,03:23:42.1,&=vocalization
201,03:24:56.9,&=crying
202,03:24:57.0,&=crying
203,03:24:57.1,&=vfx
204,03:28:49.0,&=vocalization
205,03:28:49.1,&=vocalization
206,03:28:49.2,&=vocalization
207,03:28:52.5,&=vfx
208,03:28:52.6,&=vfx
209,03:28:52.7,&=vfx
210,03:28:52.8,&=vfx
211,03:28:52.9,&=vfx
212,03:28:53.0,&=vfx
213,03:28:53.1,&=vfx
214,03:28:53.2,&=vfx
215,03:30:09.5,&=vfx
216,03:30:51.5,&=crying
217,03:36:35.5,&=vocalization
218,03:36:35.6,&=vocalization
219,03:36:36.1,&=vocalization
220,03:36:36.2,&=vocalization
221,03:36:36.3,&=vocalization
222,03:36:45.8,&=vocalization
223,03:36:45.9,&=vocalization
224,03:36:46.0,&=vocalization
225,03:36:46.1,&=vocalization
226,03:36:46.2,&=vocalization
227,03:36:46.3,&=vocalization
228,03:36:46.4,&=vocalization
229,03:36:46.5,&=vocalization
230,03:39:05.4,&=vocalization
231,03:39:05.9,&=vocalization
232,03:39:14.4,&=vocalization
233,03:39:14.5,&=vocalization
234,03:39:14.6,&=vocalization
235,03:39:14.7,&=vocalization
236,03:39:14.8,&=vocalization
237,03:39:14.9,&=vocalization
238,03:39:15.4,&=vocalization
239,03:39:18.3,&=vocalization
240,03:39:19.2,&=vocalization
241,03:39:19.3,&=vocalization
242,03:39:54.0,&=crying
243,03:40:17.0,&=vfx
244,03:40:17.1,&=vfx
245,03:42:46.0,&=vfx
246,03:42:46.1,&=vfx
247,03:42:46.2,&=vfx
248,03:47:13.3,&=vfx
249,03:47:13.4,&=vfx
250,03:48:41.1,&=vfx
251,03:48:41.2,&=vfx
252,03:48:41.3,&=vfx
253,03:48:41.4,&=vfx
254,03:48:41.5,&=vfx
255,03:53:01.9,&=vfx
256,03:53:02.0,&=vfx
257,03:53:02.1,&=vfx
258,03:53:02.2,&=vfx
259,03:53:02.3,&=vfx
260,03:53:02.4,&=vfx
261,03:53:20.3,&=vocalization
262,03:53:20.4,&=vocalization
263,03:53:20.5,&=vocalization
264,03:53:20.6,&=vocalization
265,04:01:08.1,&=vocalization
266,04:01:08.2,&=vocalization
267,04:01:08.3,&=vocalization
268,04:01:08.4,&=vocalization
269,04:01:08.5,&=vocalization
270,04:01:08.6,&=vocalization
271,04:01:08.7,&=vocalization
272,04:01:08.8,&=vocalization
273,04:04:49.6,&=vfx
274,04:04:49.7,&=vfx
275,04:04:49.8,&=vfx
276,04:04:49.9,&=vfx
277,04:04:50.0,&=vfx
278,06:07:42.8,&=vocalization
279,06:07:42.9,&=vocalization
280,06:07:43.0,&=vocalization
281,06:07:43.1,&=vocalization
282,06:07:43.2,&=vocalization
283,06:31:38.0,&=vfx
284,06:31:38.1,&=vfx
285,06:31:38.2,&=vfx
286,06:31:38.3,&=vfx
287,06:31:38.4,&=vfx
288,06:31:38.5,&=vfx
289,06:31:38.6,&=vfx
290,06:45:12.9,&=crying
291,06:45:13.0,&=crying
292,06:45:13.1,&=crying
293,06:45:13.2,&=crying
294,06:45:13.3,&=crying
295,06:45:13.4,&=crying
296,06:45:13.5,&=crying
297,06:48:48.8,&=vfx
298,06:48:48.9,&=vfx
299,06:48:49.0,&=vfx
300,06:48:49.1,&=vfx
301,06:48:49.2,&=vfx
302,06:48:49.3,&=vfx
303,06:48:49.4,&=vfx
304,06:48:49.5,&=vfx
305,06:48:49.6,&=vfx
306,06:48:49.7,&=vfx
307,07:28:22.1,&=vfx
308,07:28:22.2,&=vfx
309,07:28:22.3,&=vfx
310,07:28:22.4,&=vfx
311,07:28:22.5,&=vfx
312,07:28:22.6,&=vfx
313,07:28:22.7,&=vfx
314,07:28:22.8,&=vfx
315,07:28:22.9,&=vfx
316,07:57:35.7,&=vocalization
317,07:57:35.8,&=vocalization
318,07:57:35.9,&=vocalization
319,07:57:36.0,&=vocalization
320,07:57:36.1,&=vocalization
321,07:57:36.2,&=vocalization
322,08:06:51.1,&=vfx
323,08:06:51.2,&=vfx
324,08:06:51.3,&=vfx
325,08:06:51.4,&=vfx
326,08:06:51.5,&=vfx
327,08:36:51.6,&=vfx
328,08:36:51.7,&=vfx
329,08:36:51.8,&=vfx
330,08:36:51.9,&=vfx
331,08:36:52.0,&=vfx
332,08:36:52.1,&=vfx
333,08:46:20.5,&=vocalization
334,08:46:20.6,&=vocalization
335,08:46:20.7,&=vocalization
336,08:46:20.8,&=vocalization
337,08:46:20.9,&=vocalization
338,08:46:21.0,&=vocalization
339,09:52:45.0,&=vocalization
340,09:52:45.1,&=vocalization
341,09:54:25.8,&=vfx
342,09:54:25.9,&=vfx
343,09:54:26.0,&=vfx
344,09:54:26.1,&=vfx
345,09:54:26.2,&=vfx
346,09:54:26.3,&=vfx
347,09:55:23.7,&=crying
348,09:55:23.8,&=crying
349,09:55:23.9,&=crying
350,09:55:24.0,&=crying
351,09:55:24.1,&=crying
352,09:55:24.2,&=crying
353,09:55:24.3,&=vfx
354,09:55:24.4,&=vfx
355,09:55:39.7,&=vocalization
356,09:55:39.8,&=vocalization
357,09:55:39.9,&=vocalization
358,09:55:40.0,&=vocalization
359,09:55:40.1,&=vocalization
360,09:55:40.2,&=vocalization
361,09:57:04.7,&=vocalization
362,09:57:04.8,&=vocalization
363,09:58:24.3,&=vfx
364,09:58:24.4,&=vfx
365,09:58:24.5,&=vfx
366,09:58:35.2,&=vocalization
367,10:01:41.5,&=vfx
368,10:12:56.9,&=vocalization
369,10:12:57.0,&=vocalization
370,10:12:57.5,&=vocalization
371,10:16:28.9,&=vocalization
372,10:16:29.0,&=vocalization
373,10:16:29.1,&=vocalization
374,10:16:29.2,&=vocalization
375,10:16:29.3,&=vocalization
376,10:16:29.4,&=vocalization
377,10:34:29.3,&=crying
378,10:49:38.7,&=vocalization
379,10:49:38.8,&=vocalization
380,10:49:38.9,&=vocalization
381,10:49:39.0,&=vocalization
382,10:49:39.1,&=vocalization
383,10:49:39.2,&=vocalization
384,10:50:10.8,&=crying
385,10:50:10.9,&=vfx
386,10:55:30.7,&=vfx
387,10:55:30.8,&=vfx
388,10:55:30.9,&=vfx
389,10:55:31.0,&=vfx
390,10:55:31.1,&=vfx
391,10:55:31.2,&=vfx
392,10:55:31.3,&=vfx
393,10:55:31.4,&=vfx
394,11:16:57.0,&=vocalization
395,11:19:51.3,&=vocalization
396,11:19:51.4,&=vocalization
397,11:19:51.5,&=vocalization
398,11:19:51.6,&=vocalization
399,11:25:08.0,&=vocalization
400,11:25:08.1,&=vocalization
401,11:25:08.2,&=vocalization
402,11:25:08.3,&=vocalization
403,11:25:08.4,&=vocalization
404,11:25:08.5,&=vocalization
405,11:28:02.2,&=vocalization
406,11:28:02.3,&=vocalization
407,11:28:02.4,&=vocalization
408,11:28:02.5,&=vocalization
409,11:31:19.2,&=vfx
410,11:31:19.3,&=vfx
411,11:31:19.4,&=vfx
412,11:31:19.5,&=vfx
413,11:42:04.4,&=crying
414,11:42:58.0,&=vfx
415,11:42:58.1,&=vfx
416,11:42:58.2,&=vfx
417,11:42:58.3,&=vfx
418,11:42:58.4,&=vfx
419,11:42:58.5,&=vfx
420,12:06:06.4,&=vocalization
421,12:06:06.5,&=vocalization
422,12:06:06.6,&=vocalization
423,12:06:06.7,&=vocalization
424,12:06:06.8,&=vocalization
425,12:09:36.4,&=vocalization
426,12:09:36.5,&=vocalization
427,12:09:36.6,&=vocalization
428,12:09:36.7,&=vocalization
429,12:09:36.8,&=vocalization
430,12:09:36.9,&=vocalization
431,12:17:43.6,&=vfx
432,12:17:43.7,&=vfx
433,12:17:43.8,&=vfx
434,12:17:43.9,&=vfx
435,12:17:44.0,&=vfx
436,12:17:44.1,&=vfx
437,12:17:44.2,&=vfx
438,12:17:44.3,&=vfx
439,12:17:44.4,&=vfx
440,13:16:07.4,&=vocalization
441,13:16:07.5,&=vocalization
442,13:16:07.6,&=vocalization
443,13:16:07.7,&=vocalization
444,14:32:49.6,&=crying
445,14:51:08.1,&=vocalization
