,Time,Action
108,00:06:23.2,&=vocalization
109,00:06:23.3,&=vocalization
110,00:06:23.4,&=vocalization
111,00:06:27.6,&=crying
112,00:06:27.7,&=crying
113,00:06:27.8,&=crying
114,00:06:33.6,&=crying
115,00:06:35.1,&=crying
116,00:06:35.2,&=crying
117,00:06:35.3,&=crying
118,00:06:35.4,&=crying
119,00:06:35.5,&=crying
120,00:06:35.6,&=crying
121,00:06:35.7,&=crying
122,00:06:35.8,&=crying
123,00:06:40.0,&=crying
124,00:06:40.1,&=crying
125,00:06:40.2,&=crying
126,00:06:41.1,&=crying
127,00:06:41.2,&=crying
128,00:06:41.3,&=crying
129,00:06:41.4,&=crying
130,00:06:41.5,&=crying
131,00:06:41.6,&=crying
132,00:06:41.7,&=crying
133,00:06:41.8,&=crying
134,00:06:41.9,&=crying
135,00:06:42.0,&=crying
136,00:06:42.1,&=crying
137,00:06:42.2,&=crying
138,00:06:47.0,&=crying
139,00:06:47.1,&=crying
140,00:06:47.2,&=crying
141,00:06:48.5,&=vocalization
142,00:06:48.6,&=vocalization
143,00:06:49.2,&=vocalization
144,00:06:49.3,&=vocalization
145,00:06:49.4,&=vocalization
146,00:06:49.5,&=vocalization
147,00:06:49.6,&=vocalization
148,00:06:49.7,&=vocalization
149,00:06:50.6,&=vocalization
150,00:06:50.7,&=vocalization
151,00:06:50.8,&=vocalization
152,00:06:50.9,&=vocalization
153,00:06:51.0,&=vocalization
154,00:06:51.1,&=vocalization
155,00:06:51.2,&=vocalization
156,00:07:08.7,&=crying
157,00:07:08.8,&=crying
158,00:07:08.9,&=crying
159,00:07:09.0,&=crying
160,00:07:09.1,&=crying
161,00:07:09.2,&=crying
162,00:07:09.3,&=crying
163,00:07:09.4,&=crying
164,00:07:09.5,&=crying
165,00:07:09.6,&=crying
166,00:07:09.7,&=crying
167,00:07:09.8,&=crying
168,00:07:09.9,&=crying
169,00:07:10.0,&=crying
170,00:07:10.1,&=crying
171,00:07:10.2,&=crying
172,00:07:10.3,&=crying
173,00:07:10.4,&=crying
174,00:07:10.5,&=crying
175,00:07:10.6,&=crying
176,00:07:10.7,&=crying
177,00:07:10.8,&=crying
178,00:07:10.9,&=crying
179,00:07:11.0,&=crying
180,00:07:11.1,&=crying
181,00:07:11.2,&=crying
182,00:07:11.3,&=crying
183,00:07:11.4,&=crying
184,00:07:11.5,&=crying
185,00:07:11.6,&=crying
186,00:07:11.7,&=crying
187,00:07:11.8,&=crying
188,00:07:11.9,&=crying
189,00:07:12.0,&=crying
190,00:07:12.1,&=crying
191,00:07:12.2,&=crying
192,00:07:12.3,&=crying
193,00:07:12.4,&=crying
194,00:07:12.5,&=crying
195,00:07:12.6,&=crying
196,00:07:12.7,&=crying
197,00:07:12.8,&=crying
198,00:07:12.9,&=crying
199,00:07:13.0,&=crying
200,00:07:13.1,&=crying
201,00:07:13.2,&=crying
202,00:07:13.3,&=crying
203,00:07:13.4,&=crying
204,00:08:40.2,&=crying
205,00:08:40.3,&=crying
206,00:08:40.4,&=crying
207,00:08:40.5,&=crying
208,00:08:40.6,&=crying
209,00:08:40.7,&=crying
210,00:08:40.8,&=crying
211,00:08:40.9,&=crying
212,00:08:41.0,&=crying
213,00:08:41.1,&=crying
214,00:08:41.2,&=crying
215,00:08:41.3,&=crying
216,00:08:41.4,&=crying
217,00:08:41.5,&=crying
218,00:08:41.6,&=crying
219,00:08:41.7,&=crying
220,00:08:41.8,&=crying
221,00:08:41.9,&=crying
222,00:08:42.0,&=crying
223,00:08:42.1,&=crying
224,00:08:42.2,&=crying
225,00:08:42.4,&=crying
226,00:08:42.5,&=crying
227,00:08:42.6,&=crying
228,00:08:42.7,&=crying
229,00:08:42.8,&=crying
230,00:08:42.9,&=crying
231,00:08:43.0,&=crying
232,00:08:43.1,&=crying
233,00:08:43.2,&=crying
234,00:08:43.3,&=crying
235,00:08:43.4,&=crying
236,00:08:43.5,&=crying
237,00:08:43.6,&=crying
238,00:08:43.7,&=crying
239,00:08:43.8,&=crying
240,00:08:43.9,&=crying
241,00:08:44.0,&=crying
242,00:08:44.1,&=crying
243,00:08:44.2,&=crying
244,00:08:44.3,&=crying
245,00:08:44.4,&=crying
246,00:08:44.5,&=crying
247,00:08:44.6,&=crying
248,00:08:44.7,&=crying
249,00:08:44.8,&=crying
250,00:08:44.9,&=crying
251,00:08:45.0,&=crying
252,00:08:45.1,&=crying
253,00:08:45.2,&=crying
254,00:08:45.3,&=crying
255,00:08:45.4,&=crying
256,00:08:45.5,&=crying
257,00:08:45.6,&=crying
258,00:08:45.7,&=crying
259,00:08:45.8,&=crying
260,00:08:45.9,&=crying
261,00:08:46.0,&=crying
262,00:08:46.1,&=crying
263,00:08:46.2,&=crying
264,00:08:46.3,&=crying
265,00:08:46.4,&=crying
266,00:08:46.5,&=crying
267,00:08:46.6,&=crying
268,00:08:46.7,&=crying
269,00:08:46.8,&=crying
270,00:08:46.9,&=crying
271,00:08:47.0,&=crying
272,00:08:47.1,&=crying
273,00:08:47.2,&=crying
274,00:08:47.3,&=crying
275,00:08:47.4,&=crying
276,00:08:47.5,&=crying
277,00:08:47.6,&=crying
278,00:08:47.7,&=crying
279,00:08:47.8,&=crying
280,00:08:47.9,&=crying
281,00:08:48.0,&=crying
282,00:08:48.1,&=crying
283,00:08:48.2,&=crying
284,00:08:48.3,&=crying
285,00:08:48.4,&=crying
286,00:08:48.5,&=crying
287,00:08:48.6,&=crying
288,00:08:48.7,&=crying
289,00:08:48.8,&=crying
290,00:08:48.9,&=crying
291,00:08:49.0,&=crying
292,00:08:49.1,&=crying
293,00:08:49.2,&=crying
294,00:08:49.3,&=crying
295,00:08:49.4,&=crying
296,00:08:49.5,&=crying
297,00:08:49.6,&=crying
298,00:08:49.7,&=crying
299,00:08:49.8,&=crying
300,00:08:49.9,&=crying
301,00:08:50.0,&=crying
302,00:08:50.1,&=crying
303,00:08:50.2,&=crying
304,00:08:50.3,&=crying
305,00:08:50.4,&=crying
306,00:08:50.5,&=crying
307,00:08:50.6,&=crying
308,00:08:50.7,&=crying
309,00:08:50.8,&=crying
310,00:08:50.9,&=crying
311,00:08:51.0,&=crying
312,00:08:51.1,&=crying
313,00:08:51.2,&=crying
314,00:08:51.3,&=crying
315,00:08:51.4,&=crying
316,00:08:51.5,&=crying
317,00:08:51.6,&=crying
318,00:08:51.7,&=crying
319,00:08:51.8,&=crying
320,00:08:51.9,&=crying
321,00:08:52.0,&=crying
322,00:08:52.1,&=crying
323,00:08:52.2,&=crying
324,00:08:52.3,&=crying
325,00:08:52.4,&=crying
326,00:08:52.5,&=crying
327,00:08:52.6,&=crying
328,00:08:52.7,&=crying
329,00:08:52.8,&=crying
330,00:08:52.9,&=crying
331,00:08:54.0,&=crying
332,00:08:54.1,&=crying
333,00:08:54.2,&=crying
334,00:08:54.3,&=crying
335,00:08:54.4,&=crying
336,00:08:54.5,&=crying
337,00:08:54.6,&=crying
338,00:08:54.7,&=crying
339,00:08:54.8,&=crying
340,00:08:54.9,&=crying
341,00:08:55.0,&=crying
342,00:08:55.1,&=crying
343,00:08:55.2,&=crying
344,00:08:55.3,&=crying
345,00:08:55.4,&=crying
346,00:08:55.5,&=crying
347,00:08:55.6,&=crying
348,00:08:55.7,&=crying
349,00:08:55.8,&=crying
350,00:08:55.9,&=crying
351,00:08:58.7,&=vocalization
352,00:08:58.8,&=vocalization
353,00:08:58.9,&=vocalization
354,00:08:59.0,&=vocalization
355,00:08:59.4,&=vocalization
356,00:08:59.5,&=vocalization
357,00:08:59.6,&=vocalization
358,00:09:00.0,&=vocalization
359,00:09:00.1,&=vocalization
360,00:09:00.2,&=vocalization
361,00:09:00.3,&=vocalization
362,00:09:00.4,&=vocalization
363,00:09:02.3,&=vocalization
364,00:09:02.4,&=vocalization
365,00:09:02.5,&=vocalization
366,00:09:02.6,&=vocalization
367,00:09:03.2,&=vocalization
368,00:09:03.3,&=vocalization
369,00:09:03.4,&=vocalization
370,00:09:03.5,&=vocalization
371,00:09:03.6,&=vocalization
372,00:09:16.9,&=crying
373,00:09:17.0,&=crying
374,00:09:17.1,&=crying
375,00:09:17.2,&=crying
376,00:09:17.3,&=crying
377,00:09:17.4,&=crying
378,00:09:17.5,&=crying
379,00:09:17.6,&=crying
380,00:09:17.7,&=crying
381,00:09:25.7,&=crying
382,00:09:25.8,&=crying
383,00:09:25.9,&=crying
384,00:09:26.0,&=crying
385,00:09:26.1,&=crying
386,00:09:26.2,&=crying
387,00:09:26.3,&=crying
388,00:09:26.4,&=crying
389,00:09:26.5,&=crying
390,00:09:26.6,&=crying
391,00:09:26.7,&=crying
392,00:09:26.8,&=crying
393,00:09:26.9,&=crying
394,00:09:27.0,&=crying
395,00:09:27.1,&=crying
396,00:09:27.2,&=crying
397,00:09:27.3,&=crying
398,00:09:27.4,&=crying
399,00:09:27.5,&=crying
400,00:09:27.6,&=crying
401,00:09:31.6,&=vocalization
402,00:09:31.7,&=vocalization
403,00:09:36.8,&=vocalization
404,00:09:36.9,&=vocalization
405,00:09:37.0,&=vocalization
406,00:09:37.1,&=vocalization
407,00:09:37.2,&=vocalization
408,00:09:37.3,&=vocalization
409,00:09:38.7,&=crying
410,00:09:38.8,&=crying
411,00:09:38.9,&=crying
412,00:09:39.0,&=crying
413,00:09:39.1,&=crying
414,00:09:39.2,&=crying
415,00:09:39.3,&=crying
416,00:09:39.4,&=crying
417,00:09:39.5,&=crying
418,00:09:39.6,&=crying
419,00:09:39.7,&=crying
420,00:09:39.8,&=crying
421,00:09:39.9,&=crying
422,00:09:40.0,&=crying
423,00:09:40.1,&=crying
424,00:09:40.2,&=crying
425,00:09:43.0,&=vocalization
426,00:09:43.1,&=vocalization
427,00:09:43.2,&=vocalization
428,00:09:43.3,&=vocalization
429,00:09:43.4,&=vocalization
430,00:09:43.5,&=vocalization
431,00:09:43.6,&=vocalization
432,00:09:43.7,&=vocalization
433,00:09:45.3,&=crying
434,00:09:45.4,&=crying
435,00:09:45.5,&=crying
436,00:09:45.6,&=crying
437,00:09:45.7,&=crying
438,00:09:45.8,&=crying
439,00:09:48.5,&=crying
440,00:09:48.6,&=crying
441,00:09:48.7,&=crying
442,00:09:48.8,&=crying
443,00:09:48.9,&=crying
444,00:09:49.0,&=crying
445,00:09:49.1,&=crying
446,00:09:49.2,&=crying
447,00:09:49.3,&=crying
448,00:09:49.4,&=crying
449,00:09:49.5,&=crying
450,00:09:49.6,&=crying
451,00:09:49.7,&=crying
452,00:09:49.8,&=crying
453,00:09:49.9,&=crying
454,00:09:50.0,&=crying
455,00:09:50.1,&=crying
456,00:09:50.2,&=crying
457,00:09:50.3,&=crying
458,00:09:50.4,&=crying
459,00:09:50.5,&=crying
460,00:09:50.6,&=crying
461,00:09:50.7,&=crying
462,00:09:50.8,&=crying
463,00:09:50.9,&=crying
464,00:09:51.0,&=crying
465,00:09:51.1,&=crying
466,00:09:51.2,&=crying
467,00:09:51.3,&=crying
468,00:09:51.4,&=crying
469,00:09:51.5,&=crying
470,00:09:51.6,&=crying
471,00:09:51.7,&=crying
472,00:09:51.8,&=crying
473,00:09:51.9,&=crying
474,00:09:52.0,&=crying
475,00:09:52.1,&=crying
476,00:09:52.2,&=crying
477,00:09:52.3,&=crying
478,00:09:52.4,&=crying
479,00:09:52.5,&=crying
480,00:09:52.6,&=crying
481,00:09:52.7,&=crying
482,00:09:52.8,&=crying
483,00:09:52.9,&=crying
484,00:09:53.0,&=vfx
485,00:09:54.0,&=crying
486,00:09:54.1,&=crying
487,00:09:54.2,&=crying
488,00:09:54.3,&=crying
489,00:09:54.4,&=crying
490,00:09:55.3,&=crying
491,00:09:55.4,&=crying
492,00:09:55.5,&=crying
493,00:09:55.6,&=crying
494,00:09:55.7,&=crying
495,00:09:55.8,&=crying
496,00:09:55.9,&=crying
497,00:09:56.0,&=crying
498,00:09:56.1,&=crying
499,00:09:56.2,&=crying
500,00:09:56.3,&=crying
501,00:09:56.4,&=crying
502,00:09:56.5,&=crying
503,00:09:56.6,&=crying
504,00:09:56.7,&=crying
505,00:09:56.8,&=crying
506,00:09:56.9,&=crying
507,00:09:57.0,&=crying
508,00:09:57.1,&=crying
509,00:09:57.2,&=crying
510,00:09:57.3,&=crying
511,00:09:57.4,&=crying
512,00:09:57.5,&=crying
513,00:09:57.9,&=crying
514,00:09:58.0,&=crying
515,00:09:58.1,&=crying
516,00:09:58.2,&=crying
517,00:09:58.3,&=crying
518,00:09:58.4,&=crying
519,00:09:58.5,&=crying
520,00:09:58.6,&=crying
521,00:09:58.7,&=crying
522,00:09:58.8,&=crying
523,00:09:58.9,&=crying
524,00:09:59.0,&=crying
525,00:09:59.1,&=crying
526,00:10:00.0,&=crying
527,00:10:00.1,&=crying
528,00:10:00.2,&=crying
529,00:10:00.3,&=crying
530,00:10:00.4,&=crying
531,00:10:00.5,&=crying
532,00:10:00.6,&=crying
533,00:10:00.7,&=crying
534,00:10:00.8,&=crying
535,00:10:00.9,&=crying
536,00:10:01.0,&=crying
537,00:10:01.1,&=crying
538,00:10:01.2,&=crying
539,00:10:01.3,&=crying
540,00:10:01.4,&=crying
541,00:10:01.5,&=crying
542,00:10:01.6,&=crying
543,00:10:01.7,&=crying
544,00:10:01.8,&=crying
545,00:10:01.9,&=crying
546,00:10:02.8,&=vocalization
547,00:10:02.9,&=vocalization
548,00:10:03.0,&=vocalization
549,00:10:03.1,&=vocalization
550,00:10:03.2,&=vocalization
551,00:10:03.3,&=vocalization
552,00:10:03.4,&=vocalization
553,00:10:04.3,&=crying
554,00:10:04.4,&=crying
555,00:10:04.5,&=crying
556,00:10:04.6,&=crying
557,00:10:04.7,&=crying
558,00:10:04.8,&=crying
559,00:10:04.9,&=crying
560,00:10:06.0,&=crying
561,00:10:06.1,&=crying
562,00:10:06.2,&=crying
563,00:10:06.3,&=crying
564,00:10:06.4,&=crying
565,00:10:06.5,&=crying
566,00:10:06.6,&=crying
567,00:10:06.7,&=crying
568,00:10:06.8,&=crying
569,00:10:06.9,&=crying
570,00:10:07.0,&=crying
571,00:10:07.1,&=crying
572,00:10:07.2,&=crying
573,00:10:07.3,&=crying
574,00:10:07.4,&=crying
575,00:10:07.5,&=crying
576,00:10:07.6,&=crying
577,00:10:07.7,&=crying
578,00:10:07.8,&=crying
579,00:10:07.9,&=crying
580,00:10:08.0,&=crying
581,00:10:08.1,&=crying
582,00:10:08.2,&=crying
583,00:10:08.3,&=crying
584,00:10:08.4,&=crying
585,00:10:08.5,&=crying
586,00:10:08.6,&=crying
587,00:10:08.7,&=crying
588,00:10:08.8,&=crying
589,00:10:08.9,&=crying
590,00:10:09.0,&=crying
591,00:10:09.1,&=crying
592,00:10:09.2,&=crying
593,00:10:10.5,&=crying
594,00:10:10.6,&=crying
595,00:10:10.7,&=crying
596,00:10:10.8,&=crying
597,00:10:10.9,&=crying
598,00:10:11.0,&=crying
599,00:10:11.1,&=crying
600,00:10:11.2,&=crying
601,00:10:11.3,&=crying
602,00:10:11.4,&=crying
603,00:10:11.5,&=crying
604,00:10:11.6,&=crying
605,00:10:11.7,&=crying
606,00:10:11.8,&=crying
607,00:10:11.9,&=crying
608,00:10:12.0,&=crying
609,00:10:12.1,&=crying
610,00:10:12.2,&=crying
611,00:10:12.3,&=crying
612,00:10:12.4,&=crying
613,00:10:12.5,&=crying
614,00:10:12.6,&=crying
615,00:10:12.7,&=crying
616,00:10:12.8,&=crying
617,00:10:12.9,&=crying
618,00:10:13.0,&=crying
619,00:10:13.1,&=crying
620,00:10:13.2,&=crying
621,00:10:13.3,&=crying
622,00:10:13.4,&=crying
623,00:10:13.5,&=crying
624,00:10:13.6,&=crying
625,00:10:13.7,&=crying
626,00:10:13.8,&=crying
627,00:10:13.9,&=crying
628,00:10:14.0,&=crying
629,00:10:14.1,&=crying
630,00:10:14.2,&=crying
631,00:10:14.3,&=crying
632,00:10:14.4,&=crying
633,00:10:14.5,&=crying
634,00:10:14.6,&=crying
635,00:10:14.7,&=crying
636,00:10:14.8,&=crying
637,00:10:14.9,&=crying
638,00:10:15.0,&=crying
639,00:10:15.1,&=crying
640,00:10:15.2,&=crying
641,00:10:15.3,&=crying
642,00:10:15.4,&=crying
643,00:10:15.5,&=crying
644,00:10:15.6,&=crying
645,00:10:15.7,&=crying
646,00:10:15.8,&=crying
647,00:10:15.9,&=crying
648,00:10:16.0,&=crying
649,00:10:16.1,&=crying
650,00:10:16.2,&=crying
651,00:10:16.3,&=crying
652,00:10:16.4,&=crying
653,00:10:16.5,&=crying
654,00:10:20.9,&=crying
655,00:10:21.0,&=crying
656,00:10:21.1,&=crying
657,00:10:21.2,&=crying
658,00:10:21.3,&=crying
659,00:10:21.4,&=crying
660,00:10:21.5,&=crying
661,00:10:21.6,&=crying
662,00:10:23.8,&=crying
663,00:10:23.9,&=crying
664,00:10:24.0,&=crying
665,00:10:24.1,&=crying
666,00:10:24.2,&=crying
667,00:10:24.3,&=crying
668,00:10:24.4,&=crying
669,00:10:24.5,&=crying
670,00:10:24.6,&=crying
671,00:10:29.1,&=crying
672,00:10:29.2,&=crying
673,00:10:29.3,&=crying
674,00:10:29.4,&=crying
675,00:10:29.5,&=crying
676,00:10:29.6,&=crying
677,00:10:29.7,&=crying
678,00:10:29.8,&=crying
679,00:10:29.9,&=crying
680,00:10:30.0,&=crying
681,00:10:30.1,&=crying
682,00:10:30.2,&=crying
683,00:10:30.3,&=crying
684,00:10:30.4,&=crying
685,00:10:30.5,&=crying
686,00:10:30.6,&=crying
687,00:10:30.7,&=crying
688,00:10:30.8,&=crying
689,00:10:30.9,&=crying
690,00:10:31.0,&=crying
691,00:10:31.1,&=crying
692,00:10:31.2,&=crying
693,00:10:31.3,&=crying
694,00:10:31.4,&=crying
695,00:10:31.5,&=crying
696,00:10:31.6,&=crying
697,00:10:31.7,&=crying
698,00:10:31.8,&=crying
699,00:10:31.9,&=crying
700,00:10:32.0,&=crying
701,00:10:32.1,&=crying
702,00:10:32.2,&=crying
703,00:10:32.3,&=crying
704,00:10:32.4,&=crying
705,00:10:32.5,&=crying
706,00:10:32.6,&=crying
707,00:10:32.7,&=crying
708,00:10:32.8,&=crying
709,00:10:32.9,&=crying
710,00:10:33.0,&=crying
711,00:10:33.1,&=crying
712,00:10:33.2,&=crying
713,00:10:33.3,&=crying
714,00:10:33.4,&=crying
715,00:10:33.5,&=crying
716,00:10:33.6,&=crying
717,00:10:33.7,&=crying
718,00:10:33.8,&=crying
719,00:10:33.9,&=crying
720,00:10:34.0,&=crying
721,00:10:34.1,&=crying
722,00:10:34.2,&=crying
723,00:10:34.3,&=crying
724,00:10:34.4,&=crying
725,00:10:34.5,&=crying
726,00:10:34.6,&=crying
727,00:10:34.7,&=crying
728,00:10:34.8,&=crying
729,00:10:34.9,&=crying
730,00:10:35.0,&=crying
731,00:10:35.1,&=crying
732,00:10:35.2,&=crying
733,00:10:35.3,&=crying
734,00:10:35.4,&=crying
735,00:10:35.5,&=crying
736,00:10:35.6,&=crying
737,00:10:35.7,&=crying
738,00:10:35.8,&=crying
739,00:10:35.9,&=crying
740,00:10:36.0,&=crying
741,00:10:36.1,&=crying
742,00:10:36.2,&=crying
743,00:10:36.3,&=crying
744,00:10:36.4,&=crying
745,00:10:36.5,&=crying
746,00:10:36.6,&=crying
747,00:10:36.7,&=crying
748,00:10:37.4,&=vocalization
749,00:10:37.5,&=vocalization
750,00:10:37.6,&=vocalization
751,00:10:37.7,&=vocalization
752,00:10:37.8,&=vocalization
753,00:10:38.2,&=vocalization
754,00:10:38.3,&=vocalization
755,00:10:38.4,&=crying
756,00:10:38.5,&=crying
757,00:10:39.9,&=vocalization
758,00:10:40.0,&=vocalization
759,00:10:40.1,&=vocalization
760,00:10:40.2,&=vocalization
761,00:10:45.4,&=crying
762,00:10:45.5,&=crying
763,00:10:45.6,&=crying
764,00:10:45.7,&=crying
765,00:10:45.8,&=crying
766,00:10:45.9,&=crying
767,00:10:46.0,&=crying
768,00:10:46.1,&=crying
769,00:10:46.2,&=crying
770,00:10:46.3,&=crying
771,00:10:46.4,&=crying
772,00:10:46.5,&=crying
773,00:10:46.6,&=crying
774,00:10:46.7,&=crying
775,00:10:46.8,&=crying
776,00:10:46.9,&=crying
777,00:10:47.0,&=crying
778,00:10:47.1,&=crying
779,00:10:47.2,&=crying
780,00:10:47.3,&=crying
781,00:10:47.4,&=crying
782,00:10:47.5,&=crying
783,00:10:47.6,&=crying
784,00:10:47.7,&=crying
785,00:10:47.8,&=crying
786,00:10:47.9,&=crying
787,00:10:48.0,&=crying
788,00:10:48.1,&=crying
789,00:10:49.0,&=crying
790,00:10:49.1,&=crying
791,00:10:49.2,&=crying
792,00:10:49.3,&=crying
793,00:10:49.4,&=crying
794,00:10:49.5,&=crying
795,00:10:49.6,&=crying
796,00:10:49.7,&=crying
797,00:10:49.8,&=crying
798,00:10:49.9,&=crying
799,00:10:50.0,&=crying
800,00:10:50.1,&=crying
801,00:10:50.2,&=crying
802,00:10:50.3,&=crying
803,00:10:50.4,&=crying
804,00:10:50.5,&=crying
805,00:10:50.6,&=crying
806,00:10:50.7,&=crying
807,00:10:50.8,&=crying
808,00:10:50.9,&=crying
809,00:10:51.0,&=crying
810,00:10:51.1,&=crying
811,00:10:51.2,&=crying
812,00:10:51.3,&=crying
813,00:10:51.4,&=crying
814,00:10:51.5,&=crying
815,00:10:51.6,&=crying
816,00:10:51.7,&=crying
817,00:10:51.8,&=crying
818,00:10:51.9,&=crying
819,00:10:52.0,&=crying
820,00:10:52.1,&=crying
821,00:10:52.2,&=crying
822,00:10:52.3,&=crying
823,00:10:52.4,&=crying
824,00:10:52.5,&=crying
825,00:10:52.6,&=crying
826,00:10:52.7,&=crying
827,00:10:52.8,&=crying
828,00:10:52.9,&=crying
829,00:10:53.0,&=crying
830,00:10:53.1,&=crying
831,00:10:53.2,&=crying
832,00:10:53.3,&=crying
833,00:10:53.4,&=crying
834,00:10:53.5,&=crying
835,00:10:53.6,&=crying
836,00:10:53.7,&=crying
837,00:10:53.8,&=crying
838,00:10:53.9,&=crying
839,00:10:54.0,&=crying
840,00:10:54.1,&=crying
841,00:10:54.2,&=crying
842,00:10:54.3,&=crying
843,00:10:54.4,&=crying
844,00:10:54.5,&=crying
845,00:10:54.6,&=crying
846,00:10:54.7,&=crying
847,00:10:54.8,&=crying
848,00:10:54.9,&=crying
849,00:10:55.0,&=crying
850,00:10:55.1,&=crying
851,00:10:55.2,&=crying
852,00:10:55.3,&=crying
853,00:10:55.4,&=crying
854,00:10:55.5,&=crying
855,00:10:55.6,&=crying
856,00:10:55.7,&=crying
857,00:10:55.8,&=crying
858,00:10:55.9,&=crying
859,00:10:56.0,&=crying
860,00:10:56.1,&=crying
861,00:10:56.2,&=crying
862,00:10:56.3,&=crying
863,00:10:56.4,&=crying
864,00:10:56.5,&=crying
865,00:10:56.6,&=crying
866,00:10:56.7,&=crying
867,00:10:56.8,&=crying
868,00:10:56.9,&=crying
869,00:10:57.0,&=crying
870,00:10:57.1,&=crying
871,00:10:57.2,&=crying
872,00:10:57.3,&=crying
873,00:10:57.4,&=crying
874,00:10:57.5,&=crying
875,00:10:57.6,&=crying
876,00:10:57.7,&=crying
877,00:10:57.8,&=crying
878,00:10:57.9,&=crying
879,00:10:58.0,&=crying
880,00:10:58.1,&=crying
881,00:10:58.2,&=crying
882,00:10:58.3,&=crying
883,00:10:58.4,&=crying
884,00:10:58.5,&=crying
885,00:10:58.6,&=crying
886,00:10:58.7,&=crying
887,00:10:58.8,&=crying
888,00:10:58.9,&=crying
889,00:10:59.0,&=crying
890,00:10:59.1,&=crying
891,00:10:59.2,&=crying
892,00:10:59.3,&=crying
893,00:10:59.4,&=crying
894,00:10:59.5,&=crying
895,00:10:59.6,&=crying
896,00:10:59.7,&=crying
897,00:10:59.8,&=crying
898,00:10:59.9,&=crying
899,00:11:00.0,&=crying
900,00:11:00.1,&=crying
901,00:11:00.2,&=crying
902,00:11:00.3,&=crying
903,00:11:01.2,&=crying
904,00:11:01.3,&=crying
905,00:11:01.4,&=crying
906,00:11:01.5,&=crying
907,00:11:01.6,&=crying
908,00:11:01.7,&=crying
909,00:11:01.8,&=crying
910,00:11:01.9,&=crying
911,00:11:03.7,&=crying
