,Time,1 Minute Episode
471,398.1,2
472,398.2,2
473,398.3,2
474,398.4,2
475,398.5,2
476,398.6,2
477,398.7,2
478,398.8,2
479,398.9,2
480,399.0,2
481,399.1,2
482,399.2,2
483,399.3,2
484,399.4,2
485,399.5,2
486,399.6,2
487,399.7,2
488,399.8,2
489,399.9,2
490,400.0,2
491,400.1,2
492,400.2,2
493,400.3,2
494,400.4,2
495,400.5,2
496,400.6,2
497,400.7,2
498,400.8,2
499,400.9,2
500,401.0,2
501,401.1,2
502,401.2,2
503,401.3,2
504,401.4,2
505,401.5,2
506,401.6,2
507,401.7,2
508,401.8,2
509,401.9,2
510,402.0,2
511,402.1,2
512,402.2,2
513,402.3,2
514,402.4,2
515,402.5,2
516,402.6,2
517,402.7,2
518,402.8,2
519,402.9,2
520,403.0,2
521,403.1,2
522,403.2,2
523,403.3,2
524,403.4,2
525,403.5,2
526,403.6,2
527,403.7,2
528,403.8,2
529,403.9,2
530,404.0,2
531,404.1,2
532,404.2,2
533,404.3,2
534,404.4,2
535,404.5,2
536,404.6,2
537,404.7,2
538,404.8,2
539,404.9,2
540,405.0,2
541,405.1,2
542,405.2,2
543,405.3,2
544,405.4,2
545,405.5,2
546,405.6,2
547,405.7,2
548,405.8,2
549,405.9,2
550,406.0,2
551,406.1,2
552,406.2,2
553,406.3,2
554,406.4,2
555,406.5,2
556,406.6,2
557,406.7,2
558,406.8,2
559,406.9,2
560,407.0,2
561,407.1,2
562,407.2,2
563,407.3,2
564,407.4,2
565,407.5,2
566,407.6,2
567,407.7,2
568,407.8,2
569,407.9,2
570,408.0,2
571,408.1,2
572,408.2,2
573,408.3,2
574,408.4,2
575,408.5,2
576,408.6,2
577,408.7,2
578,408.8,2
579,408.9,2
580,409.0,2
581,409.1,2
582,409.2,2
583,409.3,2
584,409.4,2
585,409.5,2
586,409.6,2
587,409.7,2
588,409.8,2
589,409.9,2
590,410.0,2
591,410.1,2
592,410.2,2
593,410.3,2
594,410.4,2
595,410.5,2
596,410.6,2
597,410.7,2
598,410.8,2
599,410.9,2
600,411.0,2
601,411.1,2
602,411.2,2
603,411.3,2
604,411.4,2
605,411.5,2
606,411.6,2
607,411.7,2
608,411.8,2
609,411.9,2
610,412.0,2
611,412.1,2
612,412.2,2
613,412.3,2
614,412.4,2
615,412.5,2
616,412.6,2
617,412.7,2
618,412.8,2
619,412.9,2
620,413.0,2
621,413.1,2
622,413.2,2
623,413.3,2
624,413.4,2
625,413.5,2
626,413.6,2
627,413.7,2
628,413.8,2
629,413.9,2
630,414.0,2
631,414.1,2
632,414.2,2
633,414.3,2
634,414.4,2
635,414.5,2
636,414.6,2
637,414.7,2
638,414.8,2
639,414.9,2
640,415.0,2
641,415.1,2
642,415.2,2
643,415.3,2
644,415.4,2
645,415.5,2
646,415.6,2
647,415.7,2
648,415.8,2
649,415.9,2
650,416.0,2
651,416.1,2
652,416.2,2
653,416.3,2
654,416.4,2
655,416.5,2
656,416.6,2
657,416.7,2
658,416.8,2
659,416.9,2
660,417.0,2
661,417.1,2
662,417.2,2
663,417.3,2
664,417.4,2
665,417.5,2
666,417.6,2
667,417.7,2
668,417.8,2
669,417.9,2
670,418.0,2
671,418.1,2
672,418.2,2
673,418.3,2
674,418.4,2
675,418.5,2
676,418.6,2
677,418.7,2
678,418.8,2
679,418.9,2
680,419.0,2
681,419.1,2
682,419.2,2
683,419.3,2
684,419.4,2
685,419.5,2
686,419.6,2
687,419.7,2
688,419.8,2
689,419.9,2
690,420.0,2
691,420.1,2
692,420.2,2
693,420.3,2
694,420.4,2
695,420.5,2
696,420.6,2
697,420.7,2
698,420.8,2
699,420.9,2
700,421.0,2
701,421.1,2
702,421.2,2
703,421.3,2
704,421.4,2
705,421.5,2
706,421.6,2
707,421.7,2
708,421.8,2
709,421.9,2
710,422.0,2
711,422.1,2
712,422.2,2
713,422.3,2
714,422.4,2
715,422.5,2
716,422.6,2
717,422.7,2
718,422.8,2
719,422.9,2
720,423.0,2
721,423.1,2
722,423.2,2
723,423.3,2
724,423.4,2
725,423.5,2
726,423.6,2
727,423.7,2
728,423.8,2
729,423.9,2
730,424.0,2
731,424.1,2
732,424.2,2
733,424.3,2
734,424.4,2
735,424.5,2
736,424.6,2
737,424.7,2
738,424.8,2
739,424.9,2
740,425.0,2
741,425.1,2
742,425.2,2
743,425.3,2
744,425.4,2
745,425.5,2
746,425.6,2
747,425.7,2
748,425.8,2
749,425.9,2
750,426.0,2
751,426.1,2
752,426.2,2
753,426.3,2
754,426.4,2
755,426.5,2
756,426.6,2
757,426.7,2
758,426.8,2
759,426.9,2
760,427.0,2
761,427.1,2
762,427.2,2
763,427.3,2
764,427.4,2
765,427.5,2
766,427.6,2
767,427.7,2
768,427.8,2
769,427.9,2
770,428.0,2
771,428.1,2
772,428.2,2
773,428.3,2
774,428.4,2
775,428.5,2
776,428.6,2
777,428.7,2
778,428.8,2
779,428.9,2
780,429.0,2
781,429.1,2
782,429.2,2
783,429.3,2
784,429.4,2
785,429.5,2
786,429.6,2
787,429.7,2
788,429.8,2
789,429.9,2
790,430.0,2
791,430.1,2
792,430.2,2
793,430.3,2
794,430.4,2
795,430.5,2
796,430.6,2
797,430.7,2
798,430.8,2
799,430.9,2
800,431.0,2
801,431.1,2
802,431.2,2
803,431.3,2
804,431.4,2
805,431.5,2
806,431.6,2
807,431.7,2
808,431.8,2
809,431.9,2
810,432.0,2
811,432.1,2
812,432.2,2
813,432.3,2
814,432.4,2
815,432.5,2
816,432.6,2
817,432.7,2
818,432.8,2
819,432.9,2
820,520.0,2
821,520.1,2
822,520.2,2
823,520.3,2
824,520.4,2
825,520.5,2
826,520.6,2
827,520.7,2
828,520.8,2
829,520.9,2
830,521.0,2
831,521.1,2
832,521.2,2
833,521.3,2
834,521.4,2
835,521.5,2
836,521.6,2
837,521.7,2
838,521.8,2
839,521.9,2
840,522.0,2
841,522.1,2
842,522.2,2
843,522.3,2
844,522.4,2
845,522.5,2
846,522.6,2
847,522.7,2
848,522.8,2
849,522.9,2
850,523.0,2
851,523.1,2
852,523.2,2
853,523.3,2
854,523.4,2
855,523.5,2
856,523.6,2
857,523.7,2
858,523.8,2
859,523.9,2
860,524.0,2
861,524.1,2
862,524.2,2
863,524.3,2
864,524.4,2
865,524.5,2
866,524.6,2
867,524.7,2
868,524.8,2
869,524.9,2
870,525.0,2
871,525.1,2
872,525.2,2
873,525.3,2
874,525.4,2
875,525.5,2
876,525.6,2
877,525.7,2
878,525.8,2
879,525.9,2
880,526.0,2
881,526.1,2
882,526.2,2
883,526.3,2
884,526.4,2
885,526.5,2
886,526.6,2
887,526.7,2
888,526.8,2
889,526.9,2
890,527.0,2
891,527.1,2
892,527.2,2
893,527.3,2
894,527.4,2
895,527.5,2
896,527.6,2
897,527.7,2
898,527.8,2
899,527.9,2
900,528.0,2
901,528.1,2
902,528.2,2
903,528.3,2
904,528.4,2
905,528.5,2
906,528.6,2
907,528.7,2
908,528.8,2
909,528.9,2
910,529.0,2
911,529.1,2
912,529.2,2
913,529.3,2
914,529.4,2
915,529.5,2
916,529.6,2
917,529.7,2
918,529.8,2
919,529.9,2
920,530.0,2
921,530.1,2
922,530.2,2
923,530.3,2
924,530.4,2
925,530.5,2
926,530.6,2
927,530.7,2
928,530.8,2
929,530.9,2
930,531.0,2
931,531.1,2
932,531.2,2
933,531.3,2
934,531.4,2
935,531.5,2
936,531.6,2
937,531.7,2
938,531.8,2
939,531.9,2
940,532.0,2
941,532.1,2
942,532.2,2
943,532.3,2
944,532.4,2
945,532.5,2
946,532.6,2
947,532.7,2
948,532.8,2
949,532.9,2
950,533.0,2
951,533.1,2
952,533.2,2
953,533.3,2
954,533.4,2
955,533.5,2
956,533.6,2
957,533.7,2
958,533.8,2
959,533.9,2
960,534.0,2
961,534.1,2
962,534.2,2
963,534.3,2
964,534.4,2
965,534.5,2
966,534.6,2
967,534.7,2
968,534.8,2
969,534.9,2
970,535.0,2
971,535.1,2
972,535.2,2
973,535.3,2
974,535.4,2
975,535.5,2
976,535.6,2
977,535.7,2
978,535.8,2
979,535.9,2
980,536.0,2
981,536.1,2
982,536.2,2
983,536.3,2
984,536.4,2
985,536.5,2
986,536.6,2
987,536.7,2
988,536.8,2
989,536.9,2
990,537.0,2
991,537.1,2
992,537.2,2
993,537.3,2
994,537.4,2
995,537.5,2
996,537.6,2
997,537.7,2
998,537.8,2
999,537.9,2
1000,538.0,2
1001,538.1,2
1002,538.2,2
1003,538.3,2
1004,538.4,2
1005,538.5,2
1006,538.6,2
1007,538.7,2
1008,538.8,2
1009,538.9,2
1010,539.0,2
1011,539.1,2
1012,539.2,2
1013,539.3,2
1014,539.4,2
1015,539.5,2
1016,539.6,2
1017,539.7,2
1018,539.8,2
1019,539.9,2
1020,540.0,2
1021,540.1,2
1022,540.2,2
1023,540.3,2
1024,540.4,2
1025,540.5,2
1026,540.6,2
1027,540.7,2
1028,540.8,2
1029,540.9,2
1030,541.0,2
1031,541.1,2
1032,541.2,2
1033,541.3,2
1034,541.4,2
1035,541.5,2
1036,541.6,2
1037,541.7,2
1038,541.8,2
1039,541.9,2
1040,542.0,2
1041,542.1,2
1042,542.2,2
1043,542.3,2
1044,542.4,2
1045,542.5,2
1046,542.6,2
1047,542.7,2
1048,542.8,2
1049,542.9,2
1050,543.0,2
1051,543.1,2
1052,543.2,2
1053,543.3,2
1054,543.4,2
1055,543.5,2
1056,543.6,2
1057,543.7,2
1058,543.8,2
1059,543.9,2
1060,544.0,2
1061,544.1,2
1062,544.2,2
1063,544.3,2
1064,544.4,2
1065,544.5,2
1066,544.6,2
1067,544.7,2
1068,544.8,2
1069,544.9,2
1070,545.0,2
1071,545.1,2
1072,545.2,2
1073,545.3,2
1074,545.4,2
1075,545.5,2
1076,545.6,2
1077,545.7,2
1078,545.8,2
1079,545.9,2
1080,546.0,2
1081,546.1,2
1082,546.2,2
1083,546.3,2
1084,546.4,2
1085,546.5,2
1086,546.6,2
1087,546.7,2
1088,546.8,2
1089,546.9,2
1090,547.0,2
1091,547.1,2
1092,547.2,2
1093,547.3,2
1094,547.4,2
1095,547.5,2
1096,547.6,2
1097,547.7,2
1098,547.8,2
1099,547.9,2
1100,548.0,2
1101,548.1,2
1102,548.2,2
1103,548.3,2
1104,548.4,2
1105,548.5,2
1106,548.6,2
1107,548.7,2
1108,548.8,2
1109,548.9,2
1110,549.0,2
1111,549.1,2
1112,549.2,2
1113,549.3,2
1114,549.4,2
1115,549.5,2
1116,549.6,2
1117,549.7,2
1118,549.8,2
1119,549.9,2
1120,550.0,2
1121,550.1,2
1122,550.2,2
1123,550.3,2
1124,550.4,2
1125,550.5,2
1126,550.6,2
1127,550.7,2
1128,550.8,2
1129,550.9,2
1130,551.0,2
1131,551.1,2
1132,551.2,2
1133,551.3,2
1134,551.4,2
1135,551.5,2
1136,551.6,2
1137,551.7,2
1138,551.8,2
1139,551.9,2
1140,552.0,2
1141,552.1,2
1142,552.2,2
1143,552.3,2
1144,552.4,2
1145,552.5,2
1146,552.6,2
1147,552.7,2
1148,552.8,2
1149,552.9,2
1150,553.0,2
1151,553.1,2
1152,553.2,2
1153,553.3,2
1154,553.4,2
1155,553.5,2
1156,553.6,2
1157,553.7,2
1158,553.8,2
1159,553.9,2
1160,554.0,2
1161,554.1,2
1162,554.2,2
1163,554.3,2
1164,554.4,2
1165,554.5,2
1166,554.6,2
1167,554.7,2
1168,554.8,2
1169,554.9,2
1170,555.0,2
1171,555.1,2
1172,555.2,2
1173,555.3,2
1174,555.4,2
1175,555.5,2
1176,555.6,2
1177,555.7,2
1178,555.8,2
1179,555.9,2
1180,556.0,2
1181,556.1,2
1182,556.2,2
1183,556.3,2
1184,556.4,2
1185,556.5,2
1186,556.6,2
1187,556.7,2
1188,556.8,2
1189,556.9,2
1190,557.0,2
1191,557.1,2
1192,557.2,2
1193,557.3,2
1194,557.4,2
1195,557.5,2
1196,557.6,2
1197,557.7,2
1198,557.8,2
1199,557.9,2
1200,558.0,2
1201,558.1,2
1202,558.2,2
1203,558.3,2
1204,558.4,2
1205,558.5,2
1206,558.6,2
1207,558.7,2
1208,558.8,2
1209,558.9,2
1210,559.0,2
1211,559.1,2
1212,559.2,2
1213,559.3,2
1214,559.4,2
1215,559.5,2
1216,559.6,2
1217,559.7,2
1218,559.8,2
1219,559.9,2
1220,560.0,2
1221,560.1,2
1222,560.2,2
1223,560.3,2
1224,560.4,2
1225,560.5,2
1226,560.6,2
1227,560.7,2
1228,560.8,2
1229,560.9,2
1230,561.0,2
1231,561.1,2
1232,561.2,2
1233,561.3,2
1234,561.4,2
1235,561.5,2
1236,561.6,2
1237,561.7,2
1238,561.8,2
1239,561.9,2
1240,562.0,2
1241,562.1,2
1242,562.2,2
1243,562.3,2
1244,562.4,2
1245,562.5,2
1246,562.6,2
1247,562.7,2
1248,562.8,2
1249,562.9,2
1250,563.0,2
1251,563.1,2
1252,563.2,2
1253,563.3,2
1254,563.4,2
1255,563.5,2
1256,563.6,2
1257,563.7,2
1258,563.8,2
1259,563.9,2
1260,564.0,2
1261,564.1,2
1262,564.2,2
1263,564.3,2
1264,564.4,2
1265,564.5,2
1266,564.6,2
1267,564.7,2
1268,564.8,2
1269,564.9,2
1270,565.0,2
1271,565.1,2
1272,565.2,2
1273,565.3,2
1274,565.4,2
1275,565.5,2
1276,565.6,2
1277,565.7,2
1278,565.8,2
1279,565.9,2
1280,566.0,2
1281,566.1,2
1282,566.2,2
1283,566.3,2
1284,566.4,2
1285,566.5,2
1286,566.6,2
1287,566.7,2
1288,566.8,2
1289,566.9,2
1290,567.0,2
1291,567.1,2
1292,567.2,2
1293,567.3,2
1294,567.4,2
1295,567.5,2
1296,567.6,2
1297,567.7,2
1298,567.8,2
1299,567.9,2
1300,568.0,2
1301,568.1,2
1302,568.2,2
1303,568.3,2
1304,568.4,2
1305,568.5,2
1306,568.6,2
1307,568.7,2
1308,568.8,2
1309,568.9,2
1310,569.0,2
1311,569.1,2
1312,569.2,2
1313,569.3,2
1314,569.4,2
1315,569.5,2
1316,569.6,2
1317,569.7,2
1318,569.8,2
1319,569.9,2
1320,570.0,2
1321,570.1,2
1322,570.2,2
1323,570.3,2
1324,570.4,2
1325,570.5,2
1326,570.6,2
1327,570.7,2
1328,570.8,2
1329,570.9,2
1330,571.0,2
1331,571.1,2
1332,571.2,2
1333,571.3,2
1334,571.4,2
1335,571.5,2
1336,571.6,2
1337,571.7,2
1338,571.8,2
1339,571.9,2
1340,572.0,2
1341,572.1,2
1342,572.2,2
1343,572.3,2
1344,572.4,2
1345,572.5,2
1346,572.6,2
1347,572.7,2
1348,572.8,2
1349,572.9,2
1350,573.0,2
1351,573.1,2
1352,573.2,2
1353,573.3,2
1354,573.4,2
1355,573.5,2
1356,573.6,2
1357,573.7,2
1358,573.8,2
1359,573.9,2
1360,574.0,2
1361,574.1,2
1362,574.2,2
1363,574.3,2
1364,574.4,2
1365,574.5,2
1366,574.6,2
1367,574.7,2
1368,574.8,2
1369,574.9,2
1370,575.0,2
1371,575.1,2
1372,575.2,2
1373,575.3,2
1374,575.4,2
1375,575.5,2
1376,575.6,2
1377,575.7,2
1378,575.8,2
1379,575.9,2
1380,576.0,2
1381,576.1,2
1382,576.2,2
1383,576.3,2
1384,576.4,2
1385,576.5,2
1386,576.6,2
1387,576.7,2
1388,576.8,2
1389,576.9,2
1390,577.0,2
1391,577.1,2
1392,577.2,2
1393,577.3,2
1394,577.4,2
1395,577.5,2
1396,577.6,2
1397,577.7,2
1398,577.8,2
1399,577.9,2
1400,578.0,2
1401,578.1,2
1402,578.2,2
1403,578.3,2
1404,578.4,2
1405,578.5,2
1406,578.6,2
1407,578.7,2
1408,578.8,2
1409,578.9,2
1410,579.0,2
1411,579.1,2
1412,579.2,2
1413,579.3,2
1414,579.4,2
1415,579.5,2
1416,579.6,2
1417,579.7,2
1418,579.8,2
1419,579.9,2
1420,580.0,2
1421,580.1,2
1422,580.2,2
1423,580.3,2
1424,580.4,2
1425,580.5,2
1426,580.6,2
1427,580.7,2
1428,580.8,2
1429,580.9,2
1430,581.0,2
1431,581.1,2
1432,581.2,2
1433,581.3,2
1434,581.4,2
1435,581.5,2
1436,581.6,2
1437,581.7,2
1438,581.8,2
1439,581.9,2
1440,582.0,2
1441,582.1,2
1442,582.2,2
1443,582.3,2
1444,582.4,2
1445,582.5,2
1446,582.6,2
1447,582.7,2
1448,582.8,2
1449,582.9,2
1450,583.0,2
1451,583.1,2
1452,583.2,2
1453,583.3,2
1454,583.4,2
1455,583.5,2
1456,583.6,2
1457,583.7,2
1458,583.8,2
1459,583.9,2
1460,584.0,2
1461,584.1,2
1462,584.2,2
1463,584.3,2
1464,584.4,2
1465,584.5,2
1466,584.6,2
1467,584.7,2
1468,584.8,2
1469,584.9,2
1470,585.0,2
1471,585.1,2
1472,585.2,2
1473,585.3,2
1474,585.4,2
1475,585.5,2
1476,585.6,2
1477,585.7,2
1478,585.8,2
1479,585.9,2
1480,586.0,2
1481,586.1,2
1482,586.2,2
1483,586.3,2
1484,586.4,2
1485,586.5,2
1486,586.6,2
1487,586.7,2
1488,586.8,2
1489,586.9,2
1490,587.0,2
1491,587.1,2
1492,587.2,2
1493,587.3,2
1494,587.4,2
1495,587.5,2
1496,587.6,2
1497,587.7,2
1498,587.8,2
1499,587.9,2
1500,588.0,2
1501,588.1,2
1502,588.2,2
1503,588.3,2
1504,588.4,2
1505,588.5,2
1506,588.6,2
1507,588.7,2
1508,588.8,2
1509,588.9,2
1510,589.0,2
1511,589.1,2
1512,589.2,2
1513,589.3,2
1514,589.4,2
1515,589.5,2
1516,589.6,2
1517,589.7,2
1518,589.8,2
1519,589.9,2
1520,590.0,2
1521,590.1,2
1522,590.2,2
1523,590.3,2
1524,590.4,2
1525,590.5,2
1526,590.6,2
1527,590.7,2
1528,590.8,2
1529,590.9,2
1530,591.0,2
1531,591.1,2
1532,591.2,2
1533,591.3,2
1534,591.4,2
1535,591.5,2
1536,591.6,2
1537,591.7,2
1538,591.8,2
1539,591.9,2
1540,592.0,2
1541,592.1,2
1542,592.2,2
1543,592.3,2
1544,592.4,2
1545,592.5,2
1546,592.6,2
1547,592.7,2
1548,592.8,2
1549,592.9,2
1550,593.0,2
1551,593.1,2
1552,593.2,2
1553,593.3,2
1554,593.4,2
1555,593.5,2
1556,593.6,2
1557,593.7,2
1558,593.8,2
1559,593.9,2
1560,594.0,2
1561,594.1,2
1562,594.2,2
1563,594.3,2
1564,594.4,2
1565,594.5,2
1566,594.6,2
1567,594.7,2
1568,594.8,2
1569,594.9,2
1570,595.0,2
1571,595.1,2
1572,595.2,2
1573,595.3,2
1574,595.4,2
1575,595.5,2
1576,595.6,2
1577,595.7,2
1578,595.8,2
1579,595.9,2
1580,596.0,2
1581,596.1,2
1582,596.2,2
1583,596.3,2
1584,596.4,2
1585,596.5,2
1586,596.6,2
1587,596.7,2
1588,596.8,2
1589,596.9,2
1590,597.0,2
1591,597.1,2
1592,597.2,2
1593,597.3,2
1594,597.4,2
1595,597.5,2
1596,597.6,2
1597,597.7,2
1598,597.8,2
1599,597.9,2
1600,598.0,2
1601,598.1,2
1602,598.2,2
1603,598.3,2
1604,598.4,2
1605,598.5,2
1606,598.6,2
1607,598.7,2
1608,598.8,2
1609,598.9,2
1610,599.0,2
1611,599.1,2
1612,599.2,2
1613,599.3,2
1614,599.4,2
1615,599.5,2
1616,599.6,2
1617,599.7,2
1618,599.8,2
1619,599.9,2
1620,600.0,2
1621,600.1,2
1622,600.2,2
1623,600.3,2
1624,600.4,2
1625,600.5,2
1626,600.6,2
1627,600.7,2
1628,600.8,2
1629,600.9,2
1630,601.0,2
1631,601.1,2
1632,601.2,2
1633,601.3,2
1634,601.4,2
1635,601.5,2
1636,601.6,2
1637,601.7,2
1638,601.8,2
1639,601.9,2
1640,602.0,2
1641,602.1,2
1642,602.2,2
1643,602.3,2
1644,602.4,2
1645,602.5,2
1646,602.6,2
1647,602.7,2
1648,602.8,2
1649,602.9,2
1650,603.0,2
1651,603.1,2
1652,603.2,2
1653,603.3,2
1654,603.4,2
1655,603.5,2
1656,603.6,2
1657,603.7,2
1658,603.8,2
1659,603.9,2
1660,604.0,2
1661,604.1,2
1662,604.2,2
